course_code,course_name,cycle,institution_code,institution_name,reference
9131,Estudos Africanos,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.116
9132,Estudos Artísticos,Licenciatura - 1º ciclo,0505,Universidade de Coimbra - Faculdade de Letras,5.4.80
9132,Estudos Artísticos,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.117
9914,Estudos Asiáticos,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.117
9133,Estudos Clássicos,Licenciatura - 1º ciclo,0505,Universidade de Coimbra - Faculdade de Letras,5.4.80
9133,Estudos Clássicos,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.118
L097,Estudos Comparatistas,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.118
L150,Estudos de Cultura,Licenciatura - 1º ciclo,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,5.4.148
L288,Estudos de Cultura e Comunicação Intercultural,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.119
9134,Estudos Culturais,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.168
9135,Estudos Europeus,Licenciatura - 1º ciclo,0505,Universidade de Coimbra - Faculdade de Letras,5.4.81
9135,Estudos Europeus,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.119
9135,Estudos Europeus,Licenciatura - 1º ciclo,0150,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,5.4.21
8458,Estudos Gerais,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.120
A026,Estudos Internacionais (ensino em inglês),Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.6
L313,Estudos do Mar,Licenciatura - 1º ciclo,0904,Universidade Nova de Lisboa - Faculdade de Economia,5.4.191
L163,Estudos Musicais Aplicados,Licenciatura - 1º ciclo,3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,II.4
L147,Estudos Orientais: Estudos Chineses e Japoneses,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.168
9917,Estudos Portugueses,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.120
9917,Estudos Portugueses,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.169
9917,Estudos Portugueses,Licenciatura - 1º ciclo,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,5.4.181
9918,Estudos Portugueses e Espanhóis,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.61
L041,Estudos Portugueses e Ingleses,Licenciatura - 1º ciclo,0150,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,5.4.22
9549,Farmácia,Licenciatura - 1º ciclo,7040,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,5.4.347
9549,Farmácia,Licenciatura - 1º ciclo,7015,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,5.4.273
9549,Farmácia,Licenciatura - 1º ciclo,7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,5.4.314
9549,Farmácia,Licenciatura - 1º ciclo,7250,Instituto Politécnico de Lisboa - Escola Superior de Saúde de Lisboa,5.4.397
9549,Farmácia,Licenciatura - 1º ciclo,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,5.4.430
9549,Farmácia,Licenciatura - 1º ciclo,7035,Universidade do Algarve - Escola Superior de Saúde,5.4.340
9832,Farmácia Biomédica,Licenciatura - 1º ciclo,0504,Universidade de Coimbra - Faculdade de Farmácia,5.4.78
9139,Filosofia,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.61
9139,Filosofia,Licenciatura - 1º ciclo,0505,Universidade de Coimbra - Faculdade de Letras,5.4.81
9139,Filosofia,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.121
9139,Filosofia,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.169
9139,Filosofia,Licenciatura - 1º ciclo,1107,Universidade do Porto - Faculdade de Letras,5.4.207
9139,Filosofia,Licenciatura - 1º ciclo,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,5.4.182
L365,Filosofia e Cultura Contemporânea,Licenciatura - 1º ciclo,0604,Universidade de Évora - Escola de Ciências Sociais,5.4.91
9140,Finanças,Licenciatura - 1º ciclo,3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,5.4.247
9140,Finanças,Licenciatura - 1º ciclo,3011,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,5.4.234
A013,Finanças (ensino em inglês),Licenciatura - 1º ciclo,1517,Universidade de Lisboa - Instituto Superior de Economia e Gestão,5.4.139
8029,Finanças e Contabilidade,Licenciatura - 1º ciclo,3063,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,5.4.319
8029,Finanças e Contabilidade,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.6
9476,Finanças Empresariais,Licenciatura - 1º ciclo,3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,5.4.401
9889,Finanças Empresariais (regime pós-laboral),Licenciatura - 1º ciclo,3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,5.4.401
9888,Finanças (regime pós-laboral),Licenciatura - 1º ciclo,3011,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,5.4.235
9759,Fiscalidade,Licenciatura - 1º ciclo,3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,5.4.248
9990,Fiscalidade (regime pós-laboral),Licenciatura - 1º ciclo,3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,5.4.248
9141,Física,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.45
9141,Física,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.73
9141,Física,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,5.4.111
9141,Física,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.169
9141,Física,Licenciatura - 1º ciclo,1103,Universidade do Porto - Faculdade de Ciências,5.4.198
A024,Física + Química,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.170
L205,Física e Aplicações,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.62
L354,Física Aplicada à Saúde,Licenciatura - 1º ciclo,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,5.4.430
9760,Física e Química,Licenciatura - 1º ciclo,0602,Universidade de Évora - Escola de Ciências e Tecnologia,5.4.101
L067,Fisiologia Clínica,Licenciatura - 1º ciclo,7020,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,5.4.294
L067,Fisiologia Clínica,Licenciatura - 1º ciclo,7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,5.4.314
L067,Fisiologia Clínica,Licenciatura - 1º ciclo,7250,Instituto Politécnico de Lisboa - Escola Superior de Saúde de Lisboa,5.4.398
L067,Fisiologia Clínica,Licenciatura - 1º ciclo,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,5.4.431
9504,Fisioterapia,Licenciatura - 1º ciclo,7016,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança (Chaves),5.4.507
9504,Fisioterapia,Licenciatura - 1º ciclo,7020,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,5.4.294
9504,Fisioterapia,Licenciatura - 1º ciclo,7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,5.4.315
9504,Fisioterapia,Licenciatura - 1º ciclo,7045,Instituto Politécnico de Leiria - Escola Superior de Saúde,5.4.368
9504,Fisioterapia,Licenciatura - 1º ciclo,7250,Instituto Politécnico de Lisboa - Escola Superior de Saúde de Lisboa,5.4.398
9504,Fisioterapia,Licenciatura - 1º ciclo,7055,Instituto Politécnico de Portalegre - Escola Superior de Saúde,5.4.414
9504,Fisioterapia,Licenciatura - 1º ciclo,7065,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,5.4.468
9504,Fisioterapia,Licenciatura - 1º ciclo,3155,Instituto Politécnico de Setúbal - Escola Superior de Saúde,5.4.484
9504,Fisioterapia,Licenciatura - 1º ciclo,7075,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde,5.4.498
9504,Fisioterapia,Licenciatura - 1º ciclo,7085,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,5.4.515
9504,Fisioterapia,Licenciatura - 1º ciclo,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,5.4.431
9504,Fisioterapia,Licenciatura - 1º ciclo,3013,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,5.4.229
9504,Fisioterapia,Licenciatura - 1º ciclo,7035,Universidade do Algarve - Escola Superior de Saúde,5.4.340
9645,Fotografia,Licenciatura - 1º ciclo,3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,5.4.475
9645,Fotografia,Licenciatura - 1º ciclo,3331,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,5.4.427
L095,Gastronomia,Licenciatura - 1º ciclo,3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,5.4.307
L261,Gastronomia e Artes Culinárias,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.502
L373,Gastronomia e Sustentabilidade Alimentar,Licenciatura - 1º ciclo,3034,Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,5.4.251
9761,Genética e Biotecnologia,Licenciatura - 1º ciclo,1204,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,5.4.227
9143,Geografia,Licenciatura - 1º ciclo,0505,Universidade de Coimbra - Faculdade de Letras,5.4.82
9143,Geografia,Licenciatura - 1º ciclo,0602,Universidade de Évora - Escola de Ciências e Tecnologia,5.4.101
9143,Geografia,Licenciatura - 1º ciclo,1514,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,5.4.128
9143,Geografia,Licenciatura - 1º ciclo,1107,Universidade do Porto - Faculdade de Letras,5.4.207
8183,Geografia e Planeamento,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.170
9145,Geografia e Planeamento Regional,Licenciatura - 1º ciclo,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,5.4.182
9146,Geologia,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.46
9146,Geologia,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.73
9146,Geologia,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,5.4.111
9146,Geologia,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.170
9146,Geologia,Licenciatura - 1º ciclo,1103,Universidade do Porto - Faculdade de Ciências,5.4.198
L370,Geologia para a Sustentabilidade,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.188
9833,Gerontologia,Licenciatura - 1º ciclo,7015,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,5.4.274
L380,Gerontologia,Licenciatura - 1º ciclo,3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,5.4.307
L388,Gerontologia,Licenciatura - 1º ciclo,3162,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,5.4.497
9147,Gestão,Licenciatura - 1º ciclo,3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,5.4.352
9147,Gestão,Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.278
9147,Gestão,Licenciatura - 1º ciclo,3054,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,5.4.290
9147,Gestão,Licenciatura - 1º ciclo,3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,5.4.310
9147,Gestão,Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.375
9147,Gestão,Licenciatura - 1º ciclo,3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,5.4.402
9147,Gestão,Licenciatura - 1º ciclo,3124,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",5.4.418
9147,Gestão,Licenciatura - 1º ciclo,3143,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,5.4.465
9147,Gestão,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.503
9147,Gestão,Licenciatura - 1º ciclo,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,5.4.446
9147,Gestão,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.7
9147,Gestão,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.62
9147,Gestão,Licenciatura - 1º ciclo,1308,Universidade da Madeira - Faculdade de Ciências Sociais,5.4.154
9147,Gestão,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.46
9147,Gestão,Licenciatura - 1º ciclo,0503,Universidade de Coimbra - Faculdade de Economia,5.4.77
9147,Gestão,Licenciatura - 1º ciclo,0604,Universidade de Évora - Escola de Ciências Sociais,5.4.91
9147,Gestão,Licenciatura - 1º ciclo,1517,Universidade de Lisboa - Instituto Superior de Economia e Gestão,5.4.139
9147,Gestão,Licenciatura - 1º ciclo,1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,5.4.217
9147,Gestão,Licenciatura - 1º ciclo,3082,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",5.4.332
9147,Gestão,Licenciatura - 1º ciclo,3087,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",5.4.335
9147,Gestão,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.171
9147,Gestão,Licenciatura - 1º ciclo,1104,Universidade do Porto - Faculdade de Economia,5.4.202
9147,Gestão,Licenciatura - 1º ciclo,0170,Universidade dos Açores - Faculdade de Economia e Gestão,5.4.28
9147,Gestão,Licenciatura - 1º ciclo,0904,Universidade Nova de Lisboa - Faculdade de Economia,5.4.192
A022,Gestão + Negócios Internacionais,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.171
9164,Gestão e Administração Hoteleira,Licenciatura - 1º ciclo,3139,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,5.4.425
9165,Gestão e Administração Pública,Licenciatura - 1º ciclo,3045,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",5.4.261
8156,Gestão de Atividades Turísticas,Licenciatura - 1º ciclo,3034,Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,5.4.252
9921,Gestão das Atividades Turísticas,Licenciatura - 1º ciclo,3139,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,5.4.425
8341,Gestão de Atividades Turísticas (regime pós-laboral),Licenciatura - 1º ciclo,3034,Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,5.4.252
L305,Gestão e Biociências,Licenciatura - 1º ciclo,3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,5.4.311
L285,Gestão de Cidades Sustentáveis e Inteligentes,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.74
L021,Gestão Comercial,Licenciatura - 1º ciclo,3054,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,5.4.291
L021,Gestão Comercial,Licenciatura - 1º ciclo,3186,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,5.4.516
L021,Gestão Comercial,Licenciatura - 1º ciclo,3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,5.4.231
9162,Gestão do Desporto,Licenciatura - 1º ciclo,1510,Universidade de Lisboa - Faculdade de Motricidade Humana,5.4.126
8464,Gestão da Distribuição e Logística,Licenciatura - 1º ciclo,3164,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,5.4.493
9629,Gestão da Distribuição e da Logística,Licenciatura - 1º ciclo,3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,5.4.478
9993,Gestão da Distribuição e da Logística (regime pós- laboral),Licenciatura - 1º ciclo,3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,5.4.478
L186,Gestão da Edificação e Obras,Licenciatura - 1º ciclo,3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,5.4.476
9152,Gestão de Empresas,Licenciatura - 1º ciclo,3023,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,5.4.241
9152,Gestão de Empresas,Licenciatura - 1º ciclo,3063,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,5.4.320
9152,Gestão de Empresas,Licenciatura - 1º ciclo,3241,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,5.4.469
9152,Gestão de Empresas,Licenciatura - 1º ciclo,3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,5.4.520
9152,Gestão de Empresas,Licenciatura - 1º ciclo,3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,5.4.249
9152,Gestão de Empresas,Licenciatura - 1º ciclo,0204,Universidade do Algarve - Faculdade de Economia,5.4.37
9994,Gestão de Empresas (regime pós-laboral),Licenciatura - 1º ciclo,3023,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,5.4.242
9994,Gestão de Empresas (regime pós-laboral),Licenciatura - 1º ciclo,3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,5.4.521
9994,Gestão de Empresas (regime pós-laboral),Licenciatura - 1º ciclo,3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,5.4.249
A001,Gestão (ensino em Inglês),Licenciatura - 1º ciclo,1517,Universidade de Lisboa - Instituto Superior de Economia e Gestão,5.4.140
A001,Gestão (ensino em Inglês),Licenciatura - 1º ciclo,1104,Universidade do Porto - Faculdade de Economia,5.4.202
8514,Gestão de Eventos,Licenciatura - 1º ciclo,3105,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,5.4.381
9173,Gestão Hoteleira,Licenciatura - 1º ciclo,3095,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,5.4.354
9173,Gestão Hoteleira,Licenciatura - 1º ciclo,3034,Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,5.4.253
9173,Gestão Hoteleira,Licenciatura - 1º ciclo,3082,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",5.4.332
8296,Gestão Industrial,Licenciatura - 1º ciclo,3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,5.4.521
L030,Gestão Industrial e Logística,Licenciatura - 1º ciclo,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,5.4.437
L030,Gestão Industrial e Logística,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.7
9155,Gestão de Informação,Licenciatura - 1º ciclo,0906,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,5.4.193
9168,Gestão e Informática,Licenciatura - 1º ciclo,3186,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,5.4.516
9163,Gestão do Lazer e Animação Turística,Licenciatura - 1º ciclo,7110,Escola Superior de Hotelaria e Turismo do Estoril,5.4.387
L123,Gestão Marinha e Costeira,Licenciatura - 1º ciclo,0203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,5.4.36
9156,Gestão de Marketing,Licenciatura - 1º ciclo,3143,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,5.4.466
9156,Gestão de Marketing,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.8
A019,Gestão de Negócios Internacionais (ensino em Inglês),Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.279
9763,Gestão das Organizações Desportivas,Licenciatura - 1º ciclo,3145,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,5.4.460
L246,Gestão do Património Cultural,Licenciatura - 1º ciclo,3131,Instituto Politécnico do Porto - Escola Superior de Educação,5.4.423
L187,Gestão e Planeamento em Turismo,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.46
9926,Gestão Portuária,Licenciatura - 1º ciclo,7105,Escola Superior Náutica Infante D. Henrique,5.4.390
L140,Gestão Pública,Licenciatura - 1º ciclo,3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,5.4.250
L140,Gestão Pública,Licenciatura - 1º ciclo,3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,5.4.232
8405,Gestão da Qualidade,Licenciatura - 1º ciclo,3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,5.4.232
9157,Gestão de Recursos Humanos,Licenciatura - 1º ciclo,3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,5.4.353
9157,Gestão de Recursos Humanos,Licenciatura - 1º ciclo,3063,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,5.4.320
9157,Gestão de Recursos Humanos,Licenciatura - 1º ciclo,3124,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",5.4.418
9157,Gestão de Recursos Humanos,Licenciatura - 1º ciclo,3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,5.4.479
9157,Gestão de Recursos Humanos,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.8
9157,Gestão de Recursos Humanos,Licenciatura - 1º ciclo,1516,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,5.4.134
8111,Gestão de Recursos Humanos (regime pós-laboral),Licenciatura - 1º ciclo,3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,5.4.479
8111,Gestão de Recursos Humanos (regime pós-laboral),Licenciatura - 1º ciclo,1516,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,5.4.134
9640,Gestão de Recursos Humanos e Comportamento Organizacional,Licenciatura - 1º ciclo,3241,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,5.4.469
9148,Gestão (regime noturno),Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.503
9148,Gestão (regime noturno),Licenciatura - 1º ciclo,3082,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",5.4.333
9148,Gestão (regime noturno),Licenciatura - 1º ciclo,3087,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",5.4.335
9991,Gestão (regime pós-laboral),Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.376
9991,Gestão (regime pós-laboral),Licenciatura - 1º ciclo,3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,5.4.402
9991,Gestão (regime pós-laboral),Licenciatura - 1º ciclo,3143,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,5.4.466
L131,Gestão da Restauração e Catering,Licenciatura - 1º ciclo,3105,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,5.4.382
L131,Gestão da Restauração e Catering,Licenciatura - 1º ciclo,3139,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,5.4.426
9630,Gestão de Sistemas de Informação,Licenciatura - 1º ciclo,3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,5.4.480
L155,Gestão Sustentável das Cidades,Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.327
L393,Gestão Sustentável das Cidades e da Indústria,Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.376
9895,Gestão do Território,Licenciatura - 1º ciclo,3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,5.4.311
9924,Gestão de Transportes e Logística,Licenciatura - 1º ciclo,7105,Escola Superior Náutica Infante D. Henrique,5.4.391
L061,Gestão do Turismo e da Hospitalidade,Licenciatura - 1º ciclo,3095,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,5.4.355
9177,Gestão Turística,Licenciatura - 1º ciclo,7110,Escola Superior de Hotelaria e Turismo do Estoril,5.4.388
9178,Gestão Turística e Hoteleira,Licenciatura - 1º ciclo,3105,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,5.4.383
9179,"Gestão Turística, Cultural e Patrimonial",Licenciatura - 1º ciclo,3186,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,5.4.517
L344,Guias de Natureza e Património,Licenciatura - 1º ciclo,0140,Universidade dos Açores - Faculdade de Ciências Agrárias e do Ambiente,5.4.20
9556,Higiene Oral,Licenciatura - 1º ciclo,7055,Instituto Politécnico de Portalegre - Escola Superior de Saúde,5.4.414
9556,Higiene Oral,Licenciatura - 1º ciclo,1508,Universidade de Lisboa - Faculdade de Medicina Dentária,5.4.124
9181,História,Licenciatura - 1º ciclo,0505,Universidade de Coimbra - Faculdade de Letras,5.4.82
9181,História,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.121
9181,História,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.172
9181,História,Licenciatura - 1º ciclo,1107,Universidade do Porto - Faculdade de Letras,5.4.208
9181,História,Licenciatura - 1º ciclo,0150,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,5.4.22
9181,História,Licenciatura - 1º ciclo,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,5.4.182
8251,História e Arqueologia,Licenciatura - 1º ciclo,0604,Universidade de Évora - Escola de Ciências Sociais,5.4.92
9182,História da Arte,Licenciatura - 1º ciclo,0505,Universidade de Coimbra - Faculdade de Letras,5.4.83
9182,História da Arte,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,5.4.122
9182,História da Arte,Licenciatura - 1º ciclo,1107,Universidade do Porto - Faculdade de Letras,5.4.208
9182,História da Arte,Licenciatura - 1º ciclo,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,5.4.183
9927,História Moderna e Contemporânea,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.9
8337,Imagem Animada,Licenciatura - 1º ciclo,3081,Universidade do Algarve - Escola Superior de Educação e Comunicação,5.4.331
L066,Imagem Médica e Radioterapia,Licenciatura - 1º ciclo,7020,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,5.4.295
L066,Imagem Médica e Radioterapia,Licenciatura - 1º ciclo,7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,5.4.315
