course_code,course_name,cycle,institution_code,institution_name,institution_sigla,reference,estatisticas_do_curso,detalhes_do_curso,nota_ult_col_2023_1a,nota_ult_col_2023_2a,nota_ult_col_2024_1a,nota_ult_col_2024_2a,nota_ult_col_2025_1a,nota_ult_col_2025_2a
L335,Design de Equipamento e Ambientes,Licenciatura - 1º ciclo,3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,ESTG,5.4.350,https://infocursos.medu.pt/dges.asp?code=3092&codc=L335,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L335&code=3092,,,117.9,140.3,121.5,116.3
L257,Design de Espaços,Licenciatura - 1º ciclo,3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,ESAD.CR,5.4.357,https://infocursos.medu.pt/dges.asp?code=3103&codc=L257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L257&code=3103,141.9,148.6,151,153.4,144.5,147.5
9470,Design Gráfico,Licenciatura - 1º ciclo,3033,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,ESD,5.4.244,https://infocursos.medu.pt/dges.asp?code=3033&codc=9470,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9470&code=3033,158.8,166.3,164.4,180.9,161,164.3
9729,Design Gráfico e Multimédia,Licenciatura - 1º ciclo,3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,ESAD.CR,5.4.358,https://infocursos.medu.pt/dges.asp?code=3103&codc=9729,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9729&code=3103,154,152,161.8,158.6,153.5,144.8
8126,Design Gráfico e Multimédia (regime pós-laboral),Licenciatura - 1º ciclo,3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,ESAD.CR,5.4.358,https://infocursos.medu.pt/dges.asp?code=3103&codc=8126,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8126&code=3103,119.5,134.7,140,149.4,112,105
9873,Design Gráfico (regime pós-laboral),Licenciatura - 1º ciclo,3033,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,ESD,5.4.245,https://infocursos.medu.pt/dges.asp?code=3033&codc=9873,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9873&code=3033,145.4,151.7,146.3,153.9,137,141.5
9074,Design Industrial,Licenciatura - 1º ciclo,3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,ESAD.CR,5.4.359,https://infocursos.medu.pt/dges.asp?code=3103&codc=9074,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9074&code=3103,142.1,146.3,152.2,156.5,145.8,152.5
9074,Design Industrial,Licenciatura - 1º ciclo,3033,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,ESD,5.4.245,https://infocursos.medu.pt/dges.asp?code=3033&codc=9074,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9074&code=3033,144.5,154.6,154,173.3,145.8,150.8
9074,Design Industrial,Licenciatura - 1º ciclo,400,Universidade da Beira Interior,UBI,5.4.56,https://infocursos.medu.pt/dges.asp?code=400&codc=9074,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9074&code=400,,,,,,
9725,Design de Interiores e Equipamento,Licenciatura - 1º ciclo,3055,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,ESART,5.4.284,https://infocursos.medu.pt/dges.asp?code=3055&codc=9725,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9725&code=3055,148.5,152.5,155.8,160.9,139.5,134.8
8309,Design de Jogos Digitais,Licenciatura - 1º ciclo,3045,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",EsACT,5.4.261,https://infocursos.medu.pt/dges.asp?code=3045&codc=8309,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8309&code=3045,107,112,115,118.7,115.8,111
9499,Design e Marketing de Moda,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.160,https://infocursos.medu.pt/dges.asp?code=1000&codc=9499,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9499&code=1000,164,168.2,174.4,178.6,151.5,168.8
9071,Design de Moda,Licenciatura - 1º ciclo,400,Universidade da Beira Interior,UBI,5.4.57,https://infocursos.medu.pt/dges.asp?code=400&codc=9071,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9071&code=400,,,,,,
9071,Design de Moda,Licenciatura - 1º ciclo,1501,Universidade de Lisboa - Faculdade de Arquitetura,FAUL,5.4.106,https://infocursos.medu.pt/dges.asp?code=1501&codc=9071,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9071&code=1501,165.5,179.5,171.5,,164.5,171.8
9726,Design de Moda e Têxtil,Licenciatura - 1º ciclo,3055,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas,ESART,5.4.285,https://infocursos.medu.pt/dges.asp?code=3055&codc=9726,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9726&code=3055,153.6,148.3,157.2,158.3,129,135.5
9075,Design Multimédia,Licenciatura - 1º ciclo,400,Universidade da Beira Interior,UBI,5.4.57,https://infocursos.medu.pt/dges.asp?code=400&codc=9075,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9075&code=400,,,,,,
9891,Design e Multimédia,Licenciatura - 1º ciclo,501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,FCTUC,5.4.69,https://infocursos.medu.pt/dges.asp?code=501&codc=9891,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9891&code=501,,,,,,
8494,Design de Produto,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.161,https://infocursos.medu.pt/dges.asp?code=1000&codc=8494,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8494&code=1000,145.8,163.3,159.3,171.3,162.8,187.8
9727,Design do Produto,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,ESTG,5.4.499,https://infocursos.medu.pt/dges.asp?code=3163&codc=9727,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9727&code=3163,137.2,148.2,150,151,129.5,132.8
8525,Design de Produto - Cerâmica e Vidro,Licenciatura - 1º ciclo,3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,ESAD.CR,5.4.360,https://infocursos.medu.pt/dges.asp?code=3103&codc=8525,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8525&code=3103,144,147.7,149.2,151.9,137,148
L138,Design de Produto e Tecnologia,Licenciatura - 1º ciclo,3014,"Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",ESAN,5.4.228,https://infocursos.medu.pt/dges.asp?code=3014&codc=L138,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L138&code=3014,142.5,148.4,150.1,150,131.8,132.8
L253,Design Sustentável,Licenciatura - 1º ciclo,1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,ECT,5.4.220,https://infocursos.medu.pt/dges.asp?code=1203&codc=L253,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L253&code=1203,126,138.3,128,143.8,120.8,123
9644,Design e Tecnologia das Artes Gráficas,Licenciatura - 1º ciclo,3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,ESTT,5.4.473,https://infocursos.medu.pt/dges.asp?code=3242&codc=9644,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9644&code=3242,120.9,114.9,121.2,138.6,106.0,132.3
9563,Desporto,Licenciatura - 1º ciclo,3091,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",ESECD,5.4.343,https://infocursos.medu.pt/dges.asp?code=3091&codc=9563,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9563&code=3091,134.2,132.6,129.5,136.3,124,100.5
9563,Desporto,Licenciatura - 1º ciclo,3022,Instituto Politécnico de Beja - Escola Superior de Educação,ESE,5.4.238,https://infocursos.medu.pt/dges.asp?code=3022&codc=9563,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9563&code=3022,137.3,143.7,129.5,141.5,112.8,122
9563,Desporto,Licenciatura - 1º ciclo,3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,ESEB,5.4.266,https://infocursos.medu.pt/dges.asp?code=3042&codc=9563,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9563&code=3042,111.9,115.8,116.5,100,112.5,111
9563,Desporto,Licenciatura - 1º ciclo,3125,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,ESBE,5.4.409,https://infocursos.medu.pt/dges.asp?code=3125&codc=9563,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9563&code=3125,,,,,,127.5
9563,Desporto,Licenciatura - 1º ciclo,3151,Instituto Politécnico de Setúbal - Escola Superior de Educação,ESE,5.4.481,https://infocursos.medu.pt/dges.asp?code=3151&codc=9563,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9563&code=3151,138,144.2,138.4,151.2,119,125
9563,Desporto,Licenciatura - 1º ciclo,3036,"Instituto Politécnico do Cávado e do Ave - Escola Superior de Desporto, Bem-Estar e Sistemas Biomédicos",ESDBSB,5.4.246,https://infocursos.medu.pt/dges.asp?code=3036&codc=9563,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9563&code=3036,,,163,164,151.5,161.3
9563,Desporto,Licenciatura - 1º ciclo,3131,Instituto Politécnico do Porto - Escola Superior de Educação,ESE,5.4.420,https://infocursos.medu.pt/dges.asp?code=3131&codc=9563,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9563&code=3131,152.1,161.3,153.7,160.2,131.3,137.5
9563,Desporto,Licenciatura - 1º ciclo,3081,Universidade do Algarve - Escola Superior de Educação e Comunicação,ESEC,5.4.330,https://infocursos.medu.pt/dges.asp?code=3081&codc=9563,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9563&code=3081,143.4,155.3,137.7,157.6,114,128.5
9850,Desporto e Atividade Física,Licenciatura - 1º ciclo,3052,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,ESECB,5.4.286,https://infocursos.medu.pt/dges.asp?code=3052&codc=9850,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9850&code=3052,137.6,132.5,126.2,133.4,113.8,118.3
9850,Desporto e Atividade Física,Licenciatura - 1º ciclo,3181,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,ESEV,5.4.512,https://infocursos.medu.pt/dges.asp?code=3181&codc=9850,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9850&code=3181,140.7,143.5,137.3,145.3,113.8,133
9851,Desporto e Bem-Estar,Licenciatura - 1º ciclo,3101,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,ESECS,5.4.363,https://infocursos.medu.pt/dges.asp?code=3101&codc=9851,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9851&code=3101,136.8,138.7,131.3,139,110.8,113.5
L034,"Desporto, Condição Física e Saúde",Licenciatura - 1º ciclo,3091,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",ESECD,5.4.344,https://infocursos.medu.pt/dges.asp?code=3091&codc=L034,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L034&code=3091,128.9,131.4,126.2,132.3,130.8,109.8
L034,"Desporto, Condição Física e Saúde",Licenciatura - 1º ciclo,3145,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,ESDRM,5.4.458,https://infocursos.medu.pt/dges.asp?code=3145&codc=L034,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L034&code=3145,130.2,134,118.2,131.6,107,110.5
9731,Desporto e Lazer,Licenciatura - 1º ciclo,3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,ESEC,5.4.306,https://infocursos.medu.pt/dges.asp?code=3062&codc=9731,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9731&code=3062,138.7,140.3,133.2,144,130.3,125.3
9731,Desporto e Lazer,Licenciatura - 1º ciclo,3165,Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer,ESDL,5.4.495,https://infocursos.medu.pt/dges.asp?code=3165&codc=9731,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9731&code=3165,137.8,133.4,133.3,133.7,122,113.8
9730,Desporto de Natureza e Turismo Ativo,Licenciatura - 1º ciclo,3145,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,ESDRM,5.4.459,https://infocursos.medu.pt/dges.asp?code=3145&codc=9730,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9730&code=3145,114,103.2,110.6,128.8,112.5,107.5
8149,Dietética e Nutrição,Licenciatura - 1º ciclo,7015,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,ESSa,5.4.272,https://infocursos.medu.pt/dges.asp?code=7015&codc=8149,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8149&code=7015,116,124.7,108.2,95,111.8,108
8149,Dietética e Nutrição,Licenciatura - 1º ciclo,7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,ESTeSC,5.4.313,https://infocursos.medu.pt/dges.asp?code=7210&codc=8149,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8149&code=7210,145,149.5,133.9,137.7,120,117
8149,Dietética e Nutrição,Licenciatura - 1º ciclo,7045,Instituto Politécnico de Leiria - Escola Superior de Saúde,ESSLei,5.4.367,https://infocursos.medu.pt/dges.asp?code=7045&codc=8149,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8149&code=7045,135.8,136,124.6,126.8,114,125.3
8149,Dietética e Nutrição,Licenciatura - 1º ciclo,7250,Instituto Politécnico de Lisboa - Escola Superior de Saúde de Lisboa,ESSL,5.4.397,https://infocursos.medu.pt/dges.asp?code=7250&codc=8149,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8149&code=7250,155.7,150.9,142.2,146.1,125.3,126.3
8149,Dietética e Nutrição,Licenciatura - 1º ciclo,7035,Universidade do Algarve - Escola Superior de Saúde,ESSUAlg,5.4.339,https://infocursos.medu.pt/dges.asp?code=7035&codc=8149,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8149&code=7035,135.6,137.3,129.2,128,128.3,137.5
9076,Direção e Gestão Hoteleira,Licenciatura - 1º ciclo,7110,Escola Superior de Hotelaria e Turismo do Estoril,ESHTE,5.4.387,https://infocursos.medu.pt/dges.asp?code=7110&codc=9076,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9076&code=7110,151.2,152,150.6,150,116.3,104
9076,Direção e Gestão Hoteleira,Licenciatura - 1º ciclo,3046,Instituto Politécnico de Bragança - Escola Superior de Hotelaria e Bem-Estar,EHBE,5.4.506,https://infocursos.medu.pt/dges.asp?code=3046&codc=9076,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9076&code=3046,112.6,113.2,121.8,117.8,117,120.3
9076,Direção e Gestão Hoteleira,Licenciatura - 1º ciclo,1321,Universidade da Madeira - Escola Superior de Tecnologias e Gestão,ESTG,5.4.525,https://infocursos.medu.pt/dges.asp?code=1321&codc=9076,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9076&code=1321,113.6,127.9,132.3,139.9,144.5,123.3
9078,Direito,Licenciatura - 1º ciclo,502,Universidade de Coimbra - Faculdade de Direito,FDUC,5.4.76,https://infocursos.medu.pt/dges.asp?code=502&codc=9078,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9078&code=502,,,,,,
9078,Direito,Licenciatura - 1º ciclo,1504,Universidade de Lisboa - Faculdade de Direito,FDUL,5.4.114,https://infocursos.medu.pt/dges.asp?code=1504&codc=9078,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9078&code=1504,159.8,161.8,159.5,164.8,163.3,165.5
9078,Direito,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.161,https://infocursos.medu.pt/dges.asp?code=1000&codc=9078,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9078&code=1000,177.4,178,177.6,180.4,173.3,174.5
9078,Direito,Licenciatura - 1º ciclo,1114,Universidade do Porto - Faculdade de Direito,FDUP,5.4.200,https://infocursos.medu.pt/dges.asp?code=1114&codc=9078,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9078&code=1114,181.4,182,182.2,184,177.8,177.3
9078,Direito,Licenciatura - 1º ciclo,911,Universidade Nova de Lisboa - Faculdade de Direito,NOVA School of Law,5.4.190,https://infocursos.medu.pt/dges.asp?code=911&codc=9078,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9078&code=911,,,,,,
L402,Direito,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,ISCTE,5.4.3,https://infocursos.medu.pt/dges.asp?code=6800&codc=L402,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L402&code=6800,,,,,,
8358,Direito (regime pós-laboral),Licenciatura - 1º ciclo,1504,Universidade de Lisboa - Faculdade de Direito,FDUL,5.4.114,https://infocursos.medu.pt/dges.asp?code=1504&codc=8358,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8358&code=1504,155,157.5,153.8,159.5,158.8,162.3
8358,Direito (regime pós-laboral),Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.161,https://infocursos.medu.pt/dges.asp?code=1000&codc=8358,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8358&code=1000,173.2,176.4,175.2,176.4,167.5,170
L090,Ecologia e Ambiente,Licenciatura - 1º ciclo,602,Universidade de Évora - Escola de Ciências e Tecnologia,ECT,5.4.99,https://infocursos.medu.pt/dges.asp?code=602&codc=L090,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L090&code=602,,,,,,
9081,Economia,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,ISCTE,5.4.4,https://infocursos.medu.pt/dges.asp?code=6800&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=6800,161.8,163.3,166.8,167,162,161.5
9081,Economia,Licenciatura - 1º ciclo,400,Universidade da Beira Interior,UBI,5.4.57,https://infocursos.medu.pt/dges.asp?code=400&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=400,,,,,,
9081,Economia,Licenciatura - 1º ciclo,1308,Universidade da Madeira - Faculdade de Ciências Sociais,FCS,5.4.152,https://infocursos.medu.pt/dges.asp?code=1308&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=1308,109.3,119.6,104.9,113.4,137.3,113.3
9081,Economia,Licenciatura - 1º ciclo,300,Universidade de Aveiro,UA,5.4.41,https://infocursos.medu.pt/dges.asp?code=300&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=300,,,,,,
9081,Economia,Licenciatura - 1º ciclo,503,Universidade de Coimbra - Faculdade de Economia,FEUC,5.4.76,https://infocursos.medu.pt/dges.asp?code=503&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=503,,,,,,
9081,Economia,Licenciatura - 1º ciclo,604,Universidade de Évora - Escola de Ciências Sociais,ECS,5.4.90,https://infocursos.medu.pt/dges.asp?code=604&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=604,,,,,,
9081,Economia,Licenciatura - 1º ciclo,1517,Universidade de Lisboa - Instituto Superior de Economia e Gestão,ISEG,5.4.138,https://infocursos.medu.pt/dges.asp?code=1517&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=1517,162,164.3,168,168,161.9,165.5
9081,Economia,Licenciatura - 1º ciclo,1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,ECHS,5.4.216,https://infocursos.medu.pt/dges.asp?code=1202&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=1202,143.8,143.7,139.9,146.3,126,132.3
9081,Economia,Licenciatura - 1º ciclo,204,Universidade do Algarve - Faculdade de Economia,FE,5.4.37,https://infocursos.medu.pt/dges.asp?code=204&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=204,,,,,,
9081,Economia,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.162,https://infocursos.medu.pt/dges.asp?code=1000&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=1000,167.6,166.4,172.2,172.8,164.5,163.3
9081,Economia,Licenciatura - 1º ciclo,1104,Universidade do Porto - Faculdade de Economia,FEP,5.4.201,https://infocursos.medu.pt/dges.asp?code=1104&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=1104,173,177.5,178.3,181,172.3,177
9081,Economia,Licenciatura - 1º ciclo,170,Universidade dos Açores - Faculdade de Economia e Gestão,FEG,5.4.27,https://infocursos.medu.pt/dges.asp?code=170&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=170,,,,,,
9081,Economia,Licenciatura - 1º ciclo,904,Universidade Nova de Lisboa - Faculdade de Economia,Nova SBE,5.4.191,https://infocursos.medu.pt/dges.asp?code=904&codc=9081,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9081&code=904,,,,,,
A020,Economia + Gestão,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.162,https://infocursos.medu.pt/dges.asp?code=1000&codc=A020,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=A020&code=1000,,,,,,
A021,Economia + Negócios Internacionais,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.163,https://infocursos.medu.pt/dges.asp?code=1000&codc=A021,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=A021&code=1000,,,,,,
A006,Economia (ensino em Inglês),Licenciatura - 1º ciclo,1517,Universidade de Lisboa - Instituto Superior de Economia e Gestão,ISEG,5.4.138,https://infocursos.medu.pt/dges.asp?code=1517&codc=A006,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=A006&code=1517,169.5,166,171,172.3,169.9,177.2
A006,Economia (ensino em Inglês),Licenciatura - 1º ciclo,1104,Universidade do Porto - Faculdade de Economia,FEP,5.4.201,https://infocursos.medu.pt/dges.asp?code=1104&codc=A006,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=A006&code=1104,,,,,,
9353,Educação,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.163,https://infocursos.medu.pt/dges.asp?code=1000&codc=9353,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9353&code=1000,151,161.4,149.2,154,119,135
8427,Educação (regime pós-laboral),Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.163,https://infocursos.medu.pt/dges.asp?code=1000&codc=8427,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8427&code=1000,140.8,146.6,138.8,146.4,123.5,116.8
9082,Educação Ambiental,Licenciatura - 1º ciclo,3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,ESEB,5.4.267,https://infocursos.medu.pt/dges.asp?code=3042&codc=9082,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9082&code=3042,123.5,98,113.6,108,,
L130,Educação Ambiental e Turismo de Natureza,Licenciatura - 1º ciclo,3142,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,ESES,5.4.462,https://infocursos.medu.pt/dges.asp?code=3142&codc=L130,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L130&code=3142,116.4,112.8,111.8,110,113.5,114.8
9853,Educação Básica,Licenciatura - 1º ciclo,3091,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",ESECD,5.4.344,https://infocursos.medu.pt/dges.asp?code=3091&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3091,119.4,133.8,126.7,142.2,130.3,134
9853,Educação Básica,Licenciatura - 1º ciclo,3022,Instituto Politécnico de Beja - Escola Superior de Educação,ESE,5.4.239,https://infocursos.medu.pt/dges.asp?code=3022&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3022,120.5,152,128.6,144.3,122.8,141.3
9853,Educação Básica,Licenciatura - 1º ciclo,3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,ESEB,5.4.267,https://infocursos.medu.pt/dges.asp?code=3042&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3042,114,131.6,113.1,135.9,134.3,135
9853,Educação Básica,Licenciatura - 1º ciclo,3052,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,ESECB,5.4.286,https://infocursos.medu.pt/dges.asp?code=3052&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3052,121,141.5,131,163.6,129.8,138.3
9853,Educação Básica,Licenciatura - 1º ciclo,3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,ESEC,5.4.306,https://infocursos.medu.pt/dges.asp?code=3062&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3062,152.6,154.3,152.4,156,150.3,159.5
9853,Educação Básica,Licenciatura - 1º ciclo,3101,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,ESECS,5.4.363,https://infocursos.medu.pt/dges.asp?code=3101&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3101,136.3,142.3,138.4,143.1,135.3,140.8
9853,Educação Básica,Licenciatura - 1º ciclo,3112,Instituto Politécnico de Lisboa - Escola Superior de Educação,ESELx,5.4.395,https://infocursos.medu.pt/dges.asp?code=3112&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3112,145.3,147.3,149.3,154,153.3,154.8
9853,Educação Básica,Licenciatura - 1º ciclo,3121,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,ESECS,5.4.410,https://infocursos.medu.pt/dges.asp?code=3121&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3121,119.7,131.5,125.3,,125,133
9853,Educação Básica,Licenciatura - 1º ciclo,3142,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,ESES,5.4.462,https://infocursos.medu.pt/dges.asp?code=3142&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3142,133.4,138,135,147.6,133.8,136.3
9853,Educação Básica,Licenciatura - 1º ciclo,3151,Instituto Politécnico de Setúbal - Escola Superior de Educação,ESE,5.4.482,https://infocursos.medu.pt/dges.asp?code=3151&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3151,138.2,143.2,137.8,153,142.5,150
9853,Educação Básica,Licenciatura - 1º ciclo,3162,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,ESE,5.4.496,https://infocursos.medu.pt/dges.asp?code=3162&codc=9853,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9853&code=3162,140,146,144.6,153.8,141.5,140
